agency_cd site_no datetime tz_cd 151782_00062 151782_00062_cd
5s 15s 20d 6s 14n 10s
USGS 12452000 2019-12-01 09:00 PST 1091.31 A
USGS 12452000 2019-12-01 09:15 PST 1091.27 A
USGS 12452000 2019-12-01 09:30 PST 1091.28 A
USGS 12452000 2019-12-01 09:45 PST 1091.35 A
USGS 12452000 2019-12-01 10:00 PST 1091.38 A
USGS 12452000 2019-12-01 10:15 PST 1091.40 A
USGS 12452000 2019-12-01 10:30 PST 1091.28 A
USGS 12452000 2019-12-01 10:45 PST 1091.29 A
USGS 12452000 2019-12-01 11:00 PST 1091.33 A
USGS 12452000 2019-12-01 11:15 PST 1091.39 A
USGS 12452000 2019-12-01 11:30 PST 1091.39 A
USGS 12452000 2019-12-01 11:45 PST 1091.30 A
USGS 12452000 2019-12-01 12:00 PST 1091.29 A
USGS 12452000 2019-12-01 12:15 PST 1091.31 A
USGS 12452000 2019-12-01 12:30 PST 1091.35 A
USGS 12452000 2019-12-01 12:45 PST 1091.36 A
USGS 12452000 2019-12-01 13:00 PST 1091.32 A
USGS 12452000 2019-12-01 13:15 PST 1091.26 A
USGS 12452000 2019-12-01 13:30 PST 1091.30 A
USGS 12452000 2019-12-01 13:45 PST 1091.35 A
USGS 12452000 2019-12-01 14:00 PST 1091.35 A
USGS 12452000 2019-12-01 14:15 PST 1091.35 A
USGS 12452000 2019-12-01 14:30 PST 1091.28 A
USGS 12452000 2019-12-01 14:45 PST 1091.28 A
USGS 12452000 2019-12-01 15:00 PST 1091.33 A
USGS 12452000 2019-12-01 15:15 PST 1091.36 A
USGS 12452000 2019-12-01 15:30 PST 1091.34 A
USGS 12452000 2019-12-01 15:45 PST 1091.29 A
USGS 12452000 2019-12-01 16:00 PST 1091.24 A
USGS 12452000 2019-12-01 16:15 PST 1091.29 A
USGS 12452000 2019-12-01 16:30 PST 1091.38 A
USGS 12452000 2019-12-01 16:45 PST 1091.34 A
USGS 12452000 2019-12-01 17:00 PST 1091.30 A
USGS 12452000 2019-12-01 17:15 PST 1091.24 A
USGS 12452000 2019-12-01 17:30 PST 1091.28 A
USGS 12452000 2019-12-01 17:45 PST 1091.35 A
USGS 12452000 2019-12-01 18:00 PST 1091.36 A
USGS 12452000 2019-12-01 18:15 PST 1091.29 A
USGS 12452000 2019-12-01 18:30 PST 1091.27 A
USGS 12452000 2019-12-01 18:45 PST 1091.25 A
USGS 12452000 2019-12-01 19:00 PST 1091.33 A
USGS 12452000 2019-12-01 19:15 PST 1091.36 A
USGS 12452000 2019-12-01 19:30 PST 1091.30 A
USGS 12452000 2019-12-01 19:45 PST 1091.27 A
USGS 12452000 2019-12-01 20:00 PST 1091.26 A
USGS 12452000 2019-12-01 20:15 PST 1091.30 A
USGS 12452000 2019-12-01 20:30 PST 1091.33 A
USGS 12452000 2019-12-01 20:45 PST 1091.33 A
USGS 12452000 2019-12-01 21:00 PST 1091.26 A
USGS 12452000 2019-12-01 21:15 PST 1091.29 A
USGS 12452000 2019-12-01 21:30 PST 1091.26 A
USGS 12452000 2019-12-01 21:45 PST 1091.31 A
USGS 12452000 2019-12-01 22:00 PST 1091.32 A
USGS 12452000 2019-12-01 22:15 PST 1091.29 A
USGS 12452000 2019-12-01 22:30 PST 1091.25 A
USGS 12452000 2019-12-01 22:45 PST 1091.25 A
USGS 12452000 2019-12-01 23:00 PST 1091.28 A
USGS 12452000 2019-12-01 23:15 PST 1091.29 A
USGS 12452000 2019-12-01 23:30 PST 1091.32 A
USGS 12452000 2019-12-01 23:45 PST 1091.25 A
USGS 12452000 2019-12-02 00:00 PST 1091.26 A
USGS 12452000 2019-12-02 00:15 PST 1091.24 A
USGS 12452000 2019-12-02 00:30 PST 1091.28 A
USGS 12452000 2019-12-02 00:45 PST 1091.30 A
USGS 12452000 2019-12-02 01:00 PST 1091.27 A
USGS 12452000 2019-12-02 01:15 PST 1091.24 A
USGS 12452000 2019-12-02 01:30 PST 1091.25 A
USGS 12452000 2019-12-02 01:45 PST 1091.28 A
USGS 12452000 2019-12-02 02:00 PST 1091.28 A
USGS 12452000 2019-12-02 02:15 PST 1091.30 A
USGS 12452000 2019-12-02 02:30 PST 1091.22 A
USGS 12452000 2019-12-02 02:45 PST 1091.24 A
USGS 12452000 2019-12-02 03:00 PST 1091.24 A
USGS 12452000 2019-12-02 03:15 PST 1091.29 A
USGS 12452000 2019-12-02 03:30 PST 1091.29 A
USGS 12452000 2019-12-02 03:45 PST 1091.25 A
USGS 12452000 2019-12-02 04:00 PST 1091.21 A
USGS 12452000 2019-12-02 04:15 PST 1091.22 A
USGS 12452000 2019-12-02 04:30 PST 1091.25 A
USGS 12452000 2019-12-02 04:45 PST 1091.28 A
USGS 12452000 2019-12-02 05:00 PST 1091.28 A
USGS 12452000 2019-12-02 05:15 PST 1091.20 A
USGS 12452000 2019-12-02 05:30 PST 1091.21 A
USGS 12452000 2019-12-02 05:45 PST 1091.22 A
USGS 12452000 2019-12-02 06:00 PST 1091.27 A
USGS 12452000 2019-12-02 06:15 PST 1091.27 A
USGS 12452000 2019-12-02 06:30 PST 1091.22 A
USGS 12452000 2019-12-02 06:45 PST 1091.17 A
USGS 12452000 2019-12-02 07:00 PST 1091.21 A
USGS 12452000 2019-12-02 07:15 PST 1091.25 A
USGS 12452000 2019-12-02 07:30 PST 1091.26 A
USGS 12452000 2019-12-02 07:45 PST 1091.23 A
USGS 12452000 2019-12-02 08:00 PST 1091.18 A
USGS 12452000 2019-12-02 08:15 PST 1091.19 A
USGS 12452000 2019-12-02 08:30 PST 1091.23 A
USGS 12452000 2019-12-02 08:45 PST 1091.26 A
USGS 12452000 2019-12-02 09:00 PST 1091.22 A
USGS 12452000 2019-12-02 09:15 PST 1091.19 A
USGS 12452000 2019-12-02 09:30 PST 1091.16 A
USGS 12452000 2019-12-02 09:45 PST 1091.23 A
USGS 12452000 2019-12-02 10:00 PST 1091.26 A
USGS 12452000 2019-12-02 10:15 PST 1091.34 A
USGS 12452000 2019-12-02 10:30 PST 1091.20 A
USGS 12452000 2019-12-02 10:45 PST 1091.15 A
USGS 12452000 2019-12-02 11:00 PST 1091.19 A
USGS 12452000 2019-12-02 11:15 PST 1091.25 A
USGS 12452000 2019-12-02 11:30 PST 1091.26 A
USGS 12452000 2019-12-02 11:45 PST 1091.22 A
USGS 12452000 2019-12-02 12:00 PST 1091.17 A
USGS 12452000 2019-12-02 12:15 PST 1091.15 A
USGS 12452000 2019-12-02 12:30 PST 1091.24 A
USGS 12452000 2019-12-02 12:45 PST 1091.25 A
USGS 12452000 2019-12-02 13:00 PST 1091.24 A
USGS 12452000 2019-12-02 13:15 PST 1091.18 A
USGS 12452000 2019-12-02 13:30 PST 1091.15 A
USGS 12452000 2019-12-02 13:45 PST 1091.18 A
USGS 12452000 2019-12-02 14:00 PST 1091.24 A
USGS 12452000 2019-12-02 14:15 PST 1091.24 A
USGS 12452000 2019-12-02 14:30 PST 1091.20 A
USGS 12452000 2019-12-02 14:45 PST 1091.16 A
USGS 12452000 2019-12-02 15:00 PST 1091.15 A
USGS 12452000 2019-12-02 15:15 PST 1091.21 A
USGS 12452000 2019-12-02 15:30 PST 1091.22 A
USGS 12452000 2019-12-02 15:45 PST 1091.21 A
USGS 12452000 2019-12-02 16:00 PST 1091.26 A
USGS 12452000 2019-12-02 16:15 PST 1091.18 A
USGS 12452000 2019-12-02 16:30 PST 1091.20 A
USGS 12452000 2019-12-02 16:45 PST 1091.23 A
USGS 12452000 2019-12-02 17:00 PST 1091.22 A
USGS 12452000 2019-12-02 17:15 PST 1091.18 A
USGS 12452000 2019-12-02 17:30 PST 1091.14 A
USGS 12452000 2019-12-02 17:45 PST 1091.16 A
USGS 12452000 2019-12-02 18:00 PST 1091.22 A
USGS 12452000 2019-12-02 18:15 PST 1091.21 A
USGS 12452000 2019-12-02 18:30 PST 1091.18 A
USGS 12452000 2019-12-02 18:45 PST 1091.15 A
USGS 12452000 2019-12-02 19:00 PST 1091.14 A
USGS 12452000 2019-12-02 19:15 PST 1091.18 A
USGS 12452000 2019-12-02 19:30 PST 1091.21 A
USGS 12452000 2019-12-02 19:45 PST 1091.18 A
USGS 12452000 2019-12-02 20:00 PST 1091.16 A
USGS 12452000 2019-12-02 20:15 PST 1091.14 A
USGS 12452000 2019-12-02 20:30 PST 1091.15 A
USGS 12452000 2019-12-02 20:45 PST 1091.22 A
USGS 12452000 2019-12-02 21:00 PST 1091.19 A
USGS 12452000 2019-12-02 21:15 PST 1091.17 A
USGS 12452000 2019-12-02 21:30 PST 1091.15 A
USGS 12452000 2019-12-02 21:45 PST 1091.15 A
USGS 12452000 2019-12-02 22:00 PST 1091.19 A
USGS 12452000 2019-12-02 22:15 PST 1091.21 A
USGS 12452000 2019-12-02 22:30 PST 1091.16 A
USGS 12452000 2019-12-02 22:45 PST 1091.14 A
USGS 12452000 2019-12-02 23:00 PST 1091.13 A
USGS 12452000 2019-12-02 23:15 PST 1091.16 A
USGS 12452000 2019-12-02 23:30 PST 1091.18 A
USGS 12452000 2019-12-02 23:45 PST 1091.17 A
USGS 12452000 2019-12-03 00:00 PST 1091.13 A
USGS 12452000 2019-12-03 00:15 PST 1091.13 A
USGS 12452000 2019-12-03 00:30 PST 1091.15 A
USGS 12452000 2019-12-03 00:45 PST 1091.17 A
USGS 12452000 2019-12-03 01:00 PST 1091.19 A
USGS 12452000 2019-12-03 01:15 PST 1091.15 A
USGS 12452000 2019-12-03 01:30 PST 1091.12 A
USGS 12452000 2019-12-03 01:45 PST 1091.14 A
USGS 12452000 2019-12-03 02:00 PST 1091.15 A
USGS 12452000 2019-12-03 02:15 PST 1091.17 A
USGS 12452000 2019-12-03 02:30 PST 1091.15 A
USGS 12452000 2019-12-03 02:45 PST 1091.12 A
USGS 12452000 2019-12-03 03:00 PST 1091.11 A
USGS 12452000 2019-12-03 03:15 PST 1091.14 A
USGS 12452000 2019-12-03 03:30 PST 1091.16 A
USGS 12452000 2019-12-03 03:45 PST 1091.16 A
USGS 12452000 2019-12-03 04:00 PST 1091.13 A
USGS 12452000 2019-12-03 04:15 PST 1091.10 A
USGS 12452000 2019-12-03 04:30 PST 1091.12 A
USGS 12452000 2019-12-03 04:45 PST 1091.15 A
USGS 12452000 2019-12-03 05:00 PST 1091.17 A
USGS 12452000 2019-12-03 05:15 PST 1091.14 A
USGS 12452000 2019-12-03 05:30 PST 1091.10 A
USGS 12452000 2019-12-03 05:45 PST 1091.10 A
USGS 12452000 2019-12-03 06:00 PST 1091.13 A
USGS 12452000 2019-12-03 06:15 PST 1091.15 A
USGS 12452000 2019-12-03 06:30 PST 1091.15 A
USGS 12452000 2019-12-03 06:45 PST 1091.11 A
USGS 12452000 2019-12-03 07:00 PST 1091.08 A
USGS 12452000 2019-12-03 07:15 PST 1091.11 A
USGS 12452000 2019-12-03 07:30 PST 1091.15 A
USGS 12452000 2019-12-03 07:45 PST 1091.15 A
USGS 12452000 2019-12-03 08:00 PST 1091.12 A
USGS 12452000 2019-12-03 08:15 PST 1091.08 A
USGS 12452000 2019-12-03 08:30 PST 1091.08 A
USGS 12452000 2019-12-03 08:45 PST 1091.13 A
USGS 12452000 2019-12-03 09:00 PST 1091.14 A
USGS 12452000 2019-12-03 09:15 PST 1091.12 A
USGS 12452000 2019-12-03 09:30 PST 1091.09 A
USGS 12452000 2019-12-03 09:45 PST 1091.07 A
USGS 12452000 2019-12-03 10:00 PST 1091.10 A
USGS 12452000 2019-12-03 10:15 PST 1091.13 A
USGS 12452000 2019-12-03 10:30 PST 1091.13 A
USGS 12452000 2019-12-03 10:45 PST 1091.11 A
USGS 12452000 2019-12-03 11:00 PST 1091.08 A
USGS 12452000 2019-12-03 11:15 PST 1091.08 A
USGS 12452000 2019-12-03 11:30 PST 1091.11 A
USGS 12452000 2019-12-03 11:45 PST 1091.11 A
USGS 12452000 2019-12-03 12:00 PST 1091.10 A
USGS 12452000 2019-12-03 12:15 PST 1091.08 A
USGS 12452000 2019-12-03 12:30 PST 1091.07 A
USGS 12452000 2019-12-03 12:45 PST 1091.10 A
USGS 12452000 2019-12-03 13:00 PST 1091.11 A
USGS 12452000 2019-12-03 13:15 PST 1091.10 A
USGS 12452000 2019-12-03 13:30 PST 1091.08 A
USGS 12452000 2019-12-03 13:45 PST 1091.07 A
USGS 12452000 2019-12-03 14:00 PST 1091.08 A
USGS 12452000 2019-12-03 14:15 PST 1091.11 A
USGS 12452000 2019-12-03 14:30 PST 1091.10 A
USGS 12452000 2019-12-03 14:45 PST 1091.08 A
USGS 12452000 2019-12-03 15:00 PST 1091.07 A
USGS 12452000 2019-12-03 15:15 PST 1091.07 A
USGS 12452000 2019-12-03 15:30 PST 1091.10 A
USGS 12452000 2019-12-03 15:45 PST 1091.10 A
USGS 12452000 2019-12-03 16:00 PST 1091.08 A
USGS 12452000 2019-12-03 16:15 PST 1091.07 A
USGS 12452000 2019-12-03 16:30 PST 1091.06 A
USGS 12452000 2019-12-03 16:45 PST 1091.07 A
USGS 12452000 2019-12-03 17:00 PST 1091.10 A
USGS 12452000 2019-12-03 17:15 PST 1091.08 A
USGS 12452000 2019-12-03 17:30 PST 1091.06 A
USGS 12452000 2019-12-03 17:45 PST 1091.06 A
USGS 12452000 2019-12-03 18:00 PST 1091.07 A
USGS 12452000 2019-12-03 18:15 PST 1091.08 A
USGS 12452000 2019-12-03 18:30 PST 1091.08 A
USGS 12452000 2019-12-03 18:45 PST 1091.06 A
USGS 12452000 2019-12-03 19:00 PST 1091.05 A
USGS 12452000 2019-12-03 19:15 PST 1091.06 A
USGS 12452000 2019-12-03 19:30 PST 1091.07 A
USGS 12452000 2019-12-03 19:45 PST 1091.08 A
USGS 12452000 2019-12-03 20:00 PST 1091.06 A
USGS 12452000 2019-12-03 20:15 PST 1091.04 A
USGS 12452000 2019-12-03 20:30 PST 1091.05 A
USGS 12452000 2019-12-03 20:45 PST 1091.08 A
USGS 12452000 2019-12-03 21:00 PST 1091.08 A
USGS 12452000 2019-12-03 21:15 PST 1091.07 A
USGS 12452000 2019-12-03 21:30 PST 1091.04 A
USGS 12452000 2019-12-03 21:45 PST 1091.04 A
USGS 12452000 2019-12-03 22:00 PST 1091.06 A
USGS 12452000 2019-12-03 22:15 PST 1091.07 A
USGS 12452000 2019-12-03 22:30 PST 1091.06 A
USGS 12452000 2019-12-03 22:45 PST 1091.04 A
USGS 12452000 2019-12-03 23:00 PST 1091.03 A
USGS 12452000 2019-12-03 23:15 PST 1091.04 A
USGS 12452000 2019-12-03 23:30 PST 1091.07 A
USGS 12452000 2019-12-03 23:45 PST 1091.07 A
USGS 12452000 2019-12-04 00:00 PST 1091.05 A
USGS 12452000 2019-12-04 00:15 PST 1091.03 A
USGS 12452000 2019-12-04 00:30 PST 1091.03 A
USGS 12452000 2019-12-04 00:45 PST 1091.05 A
USGS 12452000 2019-12-04 01:00 PST 1091.06 A
USGS 12452000 2019-12-04 01:15 PST 1091.04 A
USGS 12452000 2019-12-04 01:30 PST 1091.03 A
USGS 12452000 2019-12-04 01:45 PST 1091.02 A
USGS 12452000 2019-12-04 02:00 PST 1091.03 A
USGS 12452000 2019-12-04 02:15 PST 1091.05 A
USGS 12452000 2019-12-04 02:30 PST 1091.04 A
USGS 12452000 2019-12-04 02:45 PST 1091.03 A
USGS 12452000 2019-12-04 03:00 PST 1091.01 A
USGS 12452000 2019-12-04 03:15 PST 1091.02 A
USGS 12452000 2019-12-04 03:30 PST 1091.04 A
USGS 12452000 2019-12-04 03:45 PST 1091.04 A
USGS 12452000 2019-12-04 04:00 PST 1091.03 A
USGS 12452000 2019-12-04 04:15 PST 1091.01 A
USGS 12452000 2019-12-04 04:30 PST 1091.01 A
USGS 12452000 2019-12-04 04:45 PST 1091.02 A
USGS 12452000 2019-12-04 05:00 PST 1091.04 A
USGS 12452000 2019-12-04 05:15 PST 1091.03 A
USGS 12452000 2019-12-04 05:30 PST 1091.01 A
USGS 12452000 2019-12-04 05:45 PST 1091.00 A
USGS 12452000 2019-12-04 06:00 PST 1091.01 A
USGS 12452000 2019-12-04 06:15 PST 1091.03 A
USGS 12452000 2019-12-04 06:30 PST 1091.03 A
USGS 12452000 2019-12-04 06:45 PST 1091.00 A
USGS 12452000 2019-12-04 07:00 PST 1091.00 A
USGS 12452000 2019-12-04 07:15 PST 1091.00 A
USGS 12452000 2019-12-04 07:30 PST 1091.02 A
USGS 12452000 2019-12-04 07:45 PST 1091.03 A
USGS 12452000 2019-12-04 08:00 PST 1091.01 A
USGS 12452000 2019-12-04 08:15 PST 1091.00 A
USGS 12452000 2019-12-04 08:30 PST 1091.00 A
USGS 12452000 2019-12-04 08:45 PST 1091.01 A
USGS 12452000 2019-12-04 09:00 PST 1091.02 A
USGS 12452000 2019-12-04 09:15 PST 1091.01 A
USGS 12452000 2019-12-04 09:30 PST 1090.99 A
USGS 12452000 2019-12-04 09:45 PST 1090.98 A
USGS 12452000 2019-12-04 10:00 PST 1090.99 A
USGS 12452000 2019-12-04 10:15 PST 1091.06 A
USGS 12452000 2019-12-04 10:30 PST 1091.04 A
USGS 12452000 2019-12-04 10:45 PST 1091.00 A
USGS 12452000 2019-12-04 11:00 PST 1090.99 A
USGS 12452000 2019-12-04 11:15 PST 1091.00 A
USGS 12452000 2019-12-04 11:30 PST 1091.01 A
USGS 12452000 2019-12-04 11:45 PST 1091.01 A
USGS 12452000 2019-12-04 12:00 PST 1090.99 A
USGS 12452000 2019-12-04 12:15 PST 1090.98 A
USGS 12452000 2019-12-04 12:30 PST 1090.99 A
USGS 12452000 2019-12-04 12:45 PST 1091.00 A
USGS 12452000 2019-12-04 13:00 PST 1091.00 A
USGS 12452000 2019-12-04 13:15 PST 1090.99 A
USGS 12452000 2019-12-04 13:30 PST 1090.97 A
USGS 12452000 2019-12-04 13:45 PST 1090.97 A
USGS 12452000 2019-12-04 14:00 PST 1090.99 A
USGS 12452000 2019-12-04 14:15 PST 1090.99 A
USGS 12452000 2019-12-04 14:30 PST 1090.99 A
USGS 12452000 2019-12-04 14:45 PST 1090.97 A
USGS 12452000 2019-12-04 15:00 PST 1090.96 A
USGS 12452000 2019-12-04 15:15 PST 1090.97 A
USGS 12452000 2019-12-04 15:30 PST 1090.99 A
USGS 12452000 2019-12-04 15:45 PST 1090.98 A
USGS 12452000 2019-12-04 16:00 PST 1091.06 A
USGS 12452000 2019-12-04 16:15 PST 1091.02 A
USGS 12452000 2019-12-04 16:30 PST 1091.00 A
USGS 12452000 2019-12-04 16:45 PST 1091.00 A
USGS 12452000 2019-12-04 17:00 PST 1091.00 A
USGS 12452000 2019-12-04 17:15 PST 1090.98 A
USGS 12452000 2019-12-04 17:30 PST 1090.96 A
USGS 12452000 2019-12-04 17:45 PST 1090.96 A
USGS 12452000 2019-12-04 18:00 PST 1090.97 A
USGS 12452000 2019-12-04 18:15 PST 1090.98 A
USGS 12452000 2019-12-04 18:30 PST 1090.97 A
USGS 12452000 2019-12-04 18:45 PST 1090.96 A
USGS 12452000 2019-12-04 19:00 PST 1090.94 A
USGS 12452000 2019-12-04 19:15 PST 1090.96 A
USGS 12452000 2019-12-04 19:30 PST 1090.97 A
USGS 12452000 2019-12-04 19:45 PST 1090.97 A
USGS 12452000 2019-12-04 20:00 PST 1090.96 A
USGS 12452000 2019-12-04 20:15 PST 1090.95 A
USGS 12452000 2019-12-04 20:30 PST 1090.95 A
USGS 12452000 2019-12-04 20:45 PST 1090.96 A
USGS 12452000 2019-12-04 21:00 PST 1090.97 A
USGS 12452000 2019-12-04 21:15 PST 1090.95 A
USGS 12452000 2019-12-04 21:30 PST 1090.94 A
USGS 12452000 2019-12-04 21:45 PST 1090.93 A
USGS 12452000 2019-12-04 22:00 PST 1090.95 A
USGS 12452000 2019-12-04 22:15 PST 1090.95 A
USGS 12452000 2019-12-04 22:30 PST 1090.94 A
USGS 12452000 2019-12-04 22:45 PST 1090.93 A
USGS 12452000 2019-12-04 23:00 PST 1090.93 A
USGS 12452000 2019-12-04 23:15 PST 1090.94 A
USGS 12452000 2019-12-04 23:30 PST 1090.95 A
USGS 12452000 2019-12-04 23:45 PST 1090.94 A
USGS 12452000 2019-12-05 00:00 PST 1090.93 A
USGS 12452000 2019-12-05 00:15 PST 1090.92 A
USGS 12452000 2019-12-05 00:30 PST 1090.93 A
USGS 12452000 2019-12-05 00:45 PST 1090.94 A
USGS 12452000 2019-12-05 01:00 PST 1090.94 A
USGS 12452000 2019-12-05 01:15 PST 1090.93 A
USGS 12452000 2019-12-05 01:30 PST 1090.92 A
USGS 12452000 2019-12-05 01:45 PST 1090.93 A
USGS 12452000 2019-12-05 02:00 PST 1090.94 A
USGS 12452000 2019-12-05 02:15 PST 1090.94 A
USGS 12452000 2019-12-05 02:30 PST 1090.94 A
USGS 12452000 2019-12-05 02:45 PST 1090.92 A
USGS 12452000 2019-12-05 03:00 PST 1090.92 A
USGS 12452000 2019-12-05 03:15 PST 1090.93 A
USGS 12452000 2019-12-05 03:30 PST 1090.93 A
USGS 12452000 2019-12-05 03:45 PST 1090.93 A
USGS 12452000 2019-12-05 04:00 PST 1090.92 A
USGS 12452000 2019-12-05 04:15 PST 1090.90 A
USGS 12452000 2019-12-05 04:30 PST 1090.91 A
USGS 12452000 2019-12-05 04:45 PST 1090.92 A
USGS 12452000 2019-12-05 05:00 PST 1090.92 A
USGS 12452000 2019-12-05 05:15 PST 1090.92 A
USGS 12452000 2019-12-05 05:30 PST 1090.90 A
USGS 12452000 2019-12-05 05:45 PST 1090.90 A
USGS 12452000 2019-12-05 06:00 PST 1090.91 A
USGS 12452000 2019-12-05 06:15 PST 1090.91 A
USGS 12452000 2019-12-05 06:30 PST 1090.91 A
USGS 12452000 2019-12-05 06:45 PST 1090.90 A
USGS 12452000 2019-12-05 07:00 PST 1090.89 A
USGS 12452000 2019-12-05 07:15 PST 1090.90 A
USGS 12452000 2019-12-05 07:30 PST 1090.90 A
USGS 12452000 2019-12-05 07:45 PST 1090.90 A
USGS 12452000 2019-12-05 08:00 PST 1090.90 A
USGS 12452000 2019-12-05 08:15 PST 1090.89 A
USGS 12452000 2019-12-05 08:30 PST 1090.89 A
USGS 12452000 2019-12-05 08:45 PST 1090.89 A
USGS 12452000 2019-12-05 09:00 PST 1090.89 A
USGS 12452000 2019-12-05 09:15 PST 1090.89 A
USGS 12452000 2019-12-05 09:30 PST 1090.89 A
USGS 12452000 2019-12-05 09:45 PST 1090.88 A
USGS 12452000 2019-12-05 10:00 PST 1090.89 A
USGS 12452000 2019-12-05 10:15 PST 1090.89 A
USGS 12452000 2019-12-05 10:30 PST 1090.89 A
USGS 12452000 2019-12-05 10:45 PST 1090.89 A
USGS 12452000 2019-12-05 11:00 PST 1090.88 A
USGS 12452000 2019-12-05 11:15 PST 1090.88 A
USGS 12452000 2019-12-05 11:30 PST 1090.88 A
USGS 12452000 2019-12-05 11:45 PST 1090.88 A
USGS 12452000 2019-12-05 12:00 PST 1090.88 A
USGS 12452000 2019-12-05 12:15 PST 1090.87 A
USGS 12452000 2019-12-05 12:30 PST 1090.87 A
USGS 12452000 2019-12-05 12:45 PST 1090.89 A
USGS 12452000 2019-12-05 13:00 PST 1090.89 A
USGS 12452000 2019-12-05 13:15 PST 1090.88 A
USGS 12452000 2019-12-05 13:30 PST 1090.87 A
USGS 12452000 2019-12-05 13:45 PST 1090.86 A
USGS 12452000 2019-12-05 14:00 PST 1090.87 A
USGS 12452000 2019-12-05 14:15 PST 1090.88 A
USGS 12452000 2019-12-05 14:30 PST 1090.88 A
USGS 12452000 2019-12-05 14:45 PST 1090.86 A
USGS 12452000 2019-12-05 15:00 PST 1090.86 A
USGS 12452000 2019-12-05 15:15 PST 1090.86 A
USGS 12452000 2019-12-05 15:30 PST 1090.88 A
USGS 12452000 2019-12-05 15:45 PST 1090.87 A
USGS 12452000 2019-12-05 16:00 PST 1090.86 A
USGS 12452000 2019-12-05 16:15 PST 1090.86 A
USGS 12452000 2019-12-05 16:30 PST 1090.86 A
USGS 12452000 2019-12-05 16:45 PST 1090.87 A
USGS 12452000 2019-12-05 17:00 PST 1090.87 A
USGS 12452000 2019-12-05 17:15 PST 1090.86 A
USGS 12452000 2019-12-05 17:30 PST 1090.85 A
USGS 12452000 2019-12-05 17:45 PST 1090.86 A
USGS 12452000 2019-12-05 18:00 PST 1090.85 A
USGS 12452000 2019-12-05 18:15 PST 1090.86 A
USGS 12452000 2019-12-05 18:30 PST 1090.86 A
USGS 12452000 2019-12-05 18:45 PST 1090.85 A
USGS 12452000 2019-12-05 19:00 PST 1090.85 A
USGS 12452000 2019-12-05 19:15 PST 1090.85 A
USGS 12452000 2019-12-05 19:30 PST 1090.86 A
USGS 12452000 2019-12-05 19:45 PST 1090.86 A
USGS 12452000 2019-12-05 20:00 PST 1090.85 A
USGS 12452000 2019-12-05 20:15 PST 1090.84 A
USGS 12452000 2019-12-05 20:30 PST 1090.85 A
USGS 12452000 2019-12-05 20:45 PST 1090.85 A
USGS 12452000 2019-12-05 21:00 PST 1090.85 A
USGS 12452000 2019-12-05 21:15 PST 1090.85 A
USGS 12452000 2019-12-05 21:30 PST 1090.83 A
USGS 12452000 2019-12-05 21:45 PST 1090.84 A
